annotation_id,image_id,file_name,image_width,image_height,category_id,category_label,bbox_X,bbox_Y,bbox_width,bbox_height
10629,6221,12133.jpg,1280,720,1,Bad color,141,20,600,693
10630,6221,12133.jpg,1280,720,2,Anthrax,535,97,157,243
10631,6221,12133.jpg,1280,720,2,Anthrax,571,350,124,190
10632,6222,12136.jpg,1280,720,1,Bad color,544,351,78,81
10633,6223,12137.jpg,1280,720,1,Bad color,336,261,186,107
10634,6224,12139.jpg,1344,1008,2,Anthrax,747,847,77,37
10635,6224,12139.jpg,1344,1008,2,Anthrax,798,252,173,97
10636,6224,12139.jpg,1344,1008,2,Anthrax,897,387,75,122
10637,6224,12139.jpg,1344,1008,2,Anthrax,541,463,458,337
10638,6224,12139.jpg,1344,1008,2,Anthrax,553,377,75,53
10639,6225,12141.jpg,1088,816,2,Anthrax,332,667,92,40
10640,6225,12141.jpg,1088,816,2,Anthrax,772,326,24,48
10641,6226,12142.jpg,1280,720,1,Bad color,624,301,112,102
10642,6227,12143.jpg,1280,720,2,Anthrax,478,596,40,18
10643,6227,12143.jpg,1280,720,2,Anthrax,461,551,24,24
10644,6228,12146.jpg,1280,720,1,Bad color,311,90,187,190
10645,6229,12147.jpg,1344,1008,2,Anthrax,592,340,113,187
10646,6229,12147.jpg,1344,1008,2,Anthrax,567,587,75,81
10647,6229,12147.jpg,1344,1008,2,Anthrax,977,552,54,58
10648,6230,12148.jpg,1280,720,1,Bad color,557,291,141,103
10649,6231,12150.jpg,1152,1536,2,Anthrax,501,453,188,216
10650,6231,12150.jpg,1152,1536,2,Anthrax,601,241,65,57
10651,6231,12150.jpg,1152,1536,2,Anthrax,672,354,60,84
10652,6231,12150.jpg,1152,1536,2,Anthrax,371,266,54,73
10653,6232,12152.jpg,1280,720,1,Bad color,449,246,324,242
10654,6233,12153.jpg,1280,720,1,Bad color,403,215,283,169
10655,6234,12156.jpg,1280,720,1,Bad color,540,247,155,215
10656,6235,12163.jpg,1280,720,1,Bad color,152,271,667,355
10657,6236,12164.jpg,1344,1008,2,Anthrax,778,118,393,151
10658,6236,12164.jpg,1344,1008,2,Anthrax,806,298,58,43
10659,6236,12164.jpg,1344,1008,2,Anthrax,440,246,26,28
10660,6236,12164.jpg,1344,1008,2,Anthrax,374,297,39,37
10661,6236,12164.jpg,1344,1008,2,Anthrax,324,701,210,120
10662,6236,12164.jpg,1344,1008,2,Anthrax,438,638,70,53
10663,6236,12164.jpg,1344,1008,2,Anthrax,504,544,45,35
10664,6236,12164.jpg,1344,1008,2,Anthrax,866,436,108,116
10665,6236,12164.jpg,1344,1008,2,Anthrax,1016,491,110,104
10666,6236,12164.jpg,1344,1008,2,Anthrax,1078,330,119,167
10667,6236,12164.jpg,1344,1008,2,Anthrax,1176,248,90,115
10668,6236,12164.jpg,1344,1008,2,Anthrax,1206,376,62,171
10669,6237,12165.jpg,1280,720,1,Bad color,316,436,172,199
10670,6238,12168.jpg,1280,720,1,Bad color,729,344,70,168
10671,6239,12169.jpg,1280,720,2,Anthrax,732,254,39,32
10672,6239,12169.jpg,1280,720,2,Anthrax,722,298,49,34
10673,6239,12169.jpg,1280,720,2,Anthrax,658,255,69,39
10674,6240,12170.jpg,1280,720,2,Anthrax,672,245,119,100
10675,6240,12170.jpg,1280,720,1,Bad color,270,338,257,237
10676,6241,12171.jpg,1280,720,1,Bad color,408,319,83,84
10677,6242,12174.jpg,1280,720,1,Bad color,104,119,640,450
10678,6243,12175.jpg,1280,720,2,Anthrax,596,183,73,58
10679,6243,12175.jpg,1280,720,2,Anthrax,654,216,37,40
10680,6244,12176.jpg,1344,1008,2,Anthrax,644,400,49,42
10681,6244,12176.jpg,1344,1008,5,Black spot,472,477,60,49
10682,6244,12176.jpg,1344,1008,5,Black spot,378,519,81,81
10683,6245,12177.jpg,1280,720,2,Anthrax,724,302,75,97
10684,6246,12178.jpg,1280,720,1,Bad color,643,219,146,153
10685,6247,12181.jpg,1280,720,4,Machine damage,160,32,355,536
10686,6248,12182.jpg,1280,720,1,Bad color,476,301,216,212
10687,6249,12183.jpg,1280,720,1,Bad color,193,313,527,400
10688,6250,12190.jpg,1280,720,1,Bad color,600,277,150,152
10689,6251,12191.jpg,1280,720,1,Bad color,595,129,268,272
10690,6252,12193.jpg,1280,720,2,Anthrax,402,302,122,67
10691,6253,12195.jpg,1344,1008,5,Black spot,189,395,975,502
10692,6253,12195.jpg,1344,1008,2,Anthrax,555,212,99,176
10693,6253,12195.jpg,1344,1008,5,Black spot,772,189,243,170
10694,6253,12195.jpg,1344,1008,2,Anthrax,771,783,68,61
10695,6254,12197.jpg,1280,720,2,Anthrax,471,422,138,105
10696,6254,12197.jpg,1280,720,1,Bad color,10,25,613,626
10697,6254,12197.jpg,1280,720,2,Anthrax,45,61,169,276
10698,6255,12198.jpg,1280,720,1,Bad color,500,448,156,73
10699,6256,12199.jpg,1280,720,1,Bad color,577,310,171,88
10700,6257,12201.jpg,1344,1008,2,Anthrax,544,183,200,176
10701,6258,12202.jpg,1280,720,2,Anthrax,591,174,71,61
10702,6258,12202.jpg,1280,720,2,Anthrax,554,473,44,52
10703,6259,12204.jpg,1280,720,2,Anthrax,616,343,32,66
10704,6260,12206.jpg,1088,816,2,Anthrax,506,432,218,158
10705,6261,12207.jpg,1088,816,2,Anthrax,354,461,38,31
10706,6262,12212.jpg,1280,720,1,Bad color,371,433,153,168
10707,6263,12213.jpg,1280,720,1,Bad color,472,255,183,127
10708,6264,12216.jpg,1280,720,1,Bad color,555,82,134,188
10709,6265,12219.jpg,1280,720,2,Anthrax,222,249,142,103
10710,6265,12219.jpg,1280,720,2,Anthrax,412,249,105,77
10711,6266,12222.jpg,1280,720,3,Absorption,132,126,367,122
10712,6267,12223.jpg,1344,1008,2,Anthrax,306,744,70,73
10713,6268,12224.jpg,1344,1008,2,Anthrax,625,444,59,66
10714,6269,12226.jpg,1280,720,2,Anthrax,693,305,39,48
10715,6270,12228.jpg,1088,816,2,Anthrax,334,507,314,127
10716,6270,12228.jpg,1088,816,2,Anthrax,548,290,110,45
10717,6271,12230.jpg,1280,720,1,Bad color,192,372,182,176
10718,6272,12232.jpg,1344,1008,4,Machine damage,442,152,289,207
10719,6272,12232.jpg,1344,1008,2,Anthrax,611,372,98,81
10720,6272,12232.jpg,1344,1008,5,Black spot,844,768,51,49
10721,6272,12232.jpg,1344,1008,5,Black spot,891,840,51,43
10722,6272,12232.jpg,1344,1008,5,Black spot,376,761,118,122
10723,6272,12232.jpg,1344,1008,1,Bad color,797,336,289,290
10724,6273,12235.jpg,1280,720,2,Anthrax,163,328,67,74
10725,6274,12237.jpg,1280,720,4,Machine damage,490,372,122,89
10726,6275,12239.jpg,1280,720,1,Bad color,496,160,78,128
10727,6276,12241.jpg,1280,720,1,Bad color,625,231,81,148
10728,6277,12243.jpg,1280,720,1,Bad color,369,196,144,154
10729,6278,12244.jpg,1280,720,1,Bad color,632,241,158,204
10730,6279,12247.jpg,1280,720,3,Absorption,447,197,153,166
10731,6279,12247.jpg,1280,720,3,Absorption,298,195,73,71
10732,6280,12248.jpg,1280,720,1,Bad color,150,312,172,171
10733,6281,12251.jpg,1152,1536,2,Anthrax,566,475,66,81
10734,6281,12251.jpg,1152,1536,2,Anthrax,480,437,68,183
10735,6281,12251.jpg,1152,1536,2,Anthrax,642,663,38,72
10736,6281,12251.jpg,1152,1536,2,Anthrax,641,770,36,39
10737,6281,12251.jpg,1152,1536,2,Anthrax,699,817,42,99
10738,6282,12253.jpg,1280,720,1,Bad color,453,249,199,232
10739,6283,12254.jpg,1280,720,1,Bad color,379,233,183,196
10740,6284,12258.jpg,1280,720,1,Bad color,16,20,418,537
10741,6285,12260.jpg,1280,720,1,Bad color,622,335,245,280
10742,6286,12267.jpg,1280,720,1,Bad color,178,268,168,115
10743,6287,12270.jpg,1280,720,2,Anthrax,682,393,35,28
10744,6288,12271.jpg,1280,720,1,Bad color,549,266,146,130
10745,6289,12272.jpg,1536,1152,2,Anthrax,664,217,61,69
10746,6289,12272.jpg,1536,1152,2,Anthrax,858,245,215,114
10747,6289,12272.jpg,1536,1152,2,Anthrax,824,412,48,40
10748,6289,12272.jpg,1536,1152,2,Anthrax,601,316,32,52
10749,6289,12272.jpg,1536,1152,2,Anthrax,1208,467,43,48
10750,6289,12272.jpg,1536,1152,2,Anthrax,864,745,47,49
10751,6289,12272.jpg,1536,1152,3,Absorption,1165,553,173,184
10752,6290,12275.jpg,1280,720,1,Bad color,312,228,184,182
10753,6291,12277.jpg,1280,720,2,Anthrax,841,263,105,97
10754,6292,12279.jpg,1344,1008,5,Black spot,513,352,27,36
10755,6292,12279.jpg,1344,1008,2,Anthrax,1104,610,34,29
10756,6293,12280.jpg,1280,720,3,Absorption,46,281,273,155
10757,6294,12281.jpg,1280,720,1,Bad color,246,208,222,206
10758,6295,12283.jpg,1280,720,2,Anthrax,572,314,54,78
10759,6296,12285.jpg,1344,1008,2,Anthrax,354,373,63,85
10760,6296,12285.jpg,1344,1008,1,Bad color,220,57,979,550
10761,6297,12288.jpg,1280,720,1,Bad color,345,357,178,205
10762,6298,12290.jpg,1280,720,1,Bad color,608,170,183,176
10763,6299,12294.jpg,1536,1152,2,Anthrax,881,509,266,400
10764,6300,12298.jpg,1344,1008,1,Bad color,778,132,543,693
10765,6301,12299.jpg,1280,720,1,Bad color,479,225,129,152
10766,6302,12302.jpg,1280,720,1,Bad color,381,332,270,253
10767,6303,12305.jpg,1280,720,1,Bad color,479,267,141,153
10768,6304,12307.jpg,1152,1536,2,Anthrax,238,673,674,588
10769,6305,12310.jpg,1088,816,2,Anthrax,492,287,443,391
10770,6305,12310.jpg,1088,816,2,Anthrax,305,430,186,165
10771,6306,12312.jpg,1536,1152,3,Absorption,966,465,82,54
10772,6306,12312.jpg,1536,1152,2,Anthrax,672,824,97,48
10773,6307,12314.jpg,1280,720,1,Bad color,543,123,254,249
10774,6308,12315.jpg,1280,720,1,Bad color,469,80,289,442
10775,6309,12316.jpg,1280,720,1,Bad color,381,166,255,184
10776,6310,12317.jpg,1344,1008,2,Anthrax,504,298,136,139
10777,6310,12317.jpg,1344,1008,2,Anthrax,374,477,93,82
10778,6310,12317.jpg,1344,1008,2,Anthrax,407,693,77,131
10779,6311,12319.jpg,1280,720,2,Anthrax,450,115,82,55
10780,6312,12320.jpg,1344,1008,2,Anthrax,796,160,85,72
10781,6312,12320.jpg,1344,1008,2,Anthrax,265,417,94,57
10782,6312,12320.jpg,1344,1008,2,Anthrax,302,556,341,210
10783,6312,12320.jpg,1344,1008,2,Anthrax,624,470,62,65
10784,6312,12320.jpg,1344,1008,2,Anthrax,816,565,107,133
10785,6312,12320.jpg,1344,1008,2,Anthrax,956,684,67,58
10786,6312,12320.jpg,1344,1008,2,Anthrax,1017,273,36,43
10787,6313,12322.jpg,1280,720,1,Bad color,537,167,110,78
10788,6314,12325.jpg,1280,720,1,Bad color,356,213,179,128
10789,6315,12328.jpg,1280,720,1,Bad color,510,194,534,526
10790,6316,12332.jpg,1280,720,3,Absorption,228,224,110,75
10791,6316,12332.jpg,1280,720,3,Absorption,457,207,100,119
10792,6317,12334.jpg,1280,720,1,Bad color,532,111,378,235
10793,6318,12335.jpg,1536,1152,2,Anthrax,1052,647,327,256
10794,6318,12335.jpg,1536,1152,2,Anthrax,547,264,51,36
10795,6319,12336.jpg,1280,720,2,Anthrax,794,211,29,34
10796,6319,12336.jpg,1280,720,2,Anthrax,629,221,34,25
10797,6320,12337.jpg,1280,720,3,Absorption,547,298,202,95
10798,6321,12338.jpg,1280,720,1,Bad color,796,274,203,160
10799,6322,12339.jpg,1344,1008,2,Anthrax,294,488,393,351
10800,6322,12339.jpg,1344,1008,2,Anthrax,377,372,52,88
10801,6322,12339.jpg,1344,1008,2,Anthrax,291,250,65,77
10802,6322,12339.jpg,1344,1008,2,Anthrax,646,139,110,65
10803,6322,12339.jpg,1344,1008,2,Anthrax,912,406,36,69
10804,6322,12339.jpg,1344,1008,2,Anthrax,781,607,195,122
10805,6322,12339.jpg,1344,1008,2,Anthrax,543,408,163,58
10806,6322,12339.jpg,1344,1008,1,Bad color,237,197,959,657
10807,6323,12340.jpg,1280,720,1,Bad color,224,43,203,218
10808,6324,12341.jpg,1280,720,2,Anthrax,628,266,79,53
10809,6325,12342.jpg,1152,1536,2,Anthrax,313,343,327,528
10810,6325,12342.jpg,1152,1536,2,Anthrax,644,402,335,422
10811,6325,12342.jpg,1152,1536,2,Anthrax,659,852,218,259
10812,6325,12342.jpg,1152,1536,2,Anthrax,380,881,106,247
10813,6325,12342.jpg,1152,1536,1,Bad color,119,406,888,1094
10814,6326,12343.jpg,1280,720,1,Bad color,476,280,298,241
10815,6327,12344.jpg,1280,720,2,Anthrax,425,368,184,159
10816,6327,12344.jpg,1280,720,2,Anthrax,776,418,121,153
10817,6327,12344.jpg,1280,720,2,Anthrax,900,266,84,64
10818,6328,12345.jpg,1280,720,1,Bad color,647,195,103,144
10819,6329,12346.jpg,1280,720,1,Bad color,107,70,151,335
10820,6330,12348.jpg,1280,720,2,Anthrax,500,491,31,23
10821,6331,12351.jpg,1152,1536,2,Anthrax,457,1017,140,165
10822,6332,12353.jpg,1280,720,1,Bad color,487,287,237,215
10823,6333,12354.jpg,1280,720,2,Anthrax,378,555,45,29
10824,6334,12355.jpg,1280,720,1,Bad color,688,427,152,215
10825,6335,12358.jpg,1344,1008,3,Absorption,421,683,76,80
10826,6335,12358.jpg,1344,1008,1,Bad color,938,304,308,353
10827,6336,12359.jpg,1344,1008,2,Anthrax,536,589,87,87
10828,6336,12359.jpg,1344,1008,2,Anthrax,205,362,152,118
10829,6337,12360.jpg,1344,1008,3,Absorption,949,356,165,105
10830,6338,12364.jpg,1280,720,1,Bad color,490,245,102,158
10831,6339,12366.jpg,1280,720,1,Bad color,471,130,249,147
10832,6340,12367.jpg,1280,720,2,Anthrax,660,353,40,51
10833,6341,12368.jpg,1280,720,2,Anthrax,440,223,79,54
10834,6341,12368.jpg,1280,720,1,Bad color,356,84,173,111
10835,6342,12370.jpg,1280,720,1,Bad color,404,337,171,126
10836,6343,12371.jpg,1280,720,1,Bad color,470,199,140,148
10837,6343,12371.jpg,1280,720,1,Bad color,573,162,131,71
10838,6344,12372.jpg,1280,720,1,Bad color,384,199,417,337
10839,6345,12374.jpg,1280,720,2,Anthrax,287,358,32,43
10840,6346,12378.jpg,1280,720,1,Bad color,226,160,180,244
10841,6347,12379.jpg,1280,720,1,Bad color,923,218,113,283
10842,6348,12381.jpg,1152,1536,2,Anthrax,245,562,256,498
10843,6348,12381.jpg,1152,1536,2,Anthrax,527,649,110,600
10844,6348,12381.jpg,1152,1536,2,Anthrax,708,749,39,54
10845,6348,12381.jpg,1152,1536,2,Anthrax,747,635,147,122
10846,6348,12381.jpg,1152,1536,3,Absorption,837,1053,88,106
10847,6348,12381.jpg,1152,1536,2,Anthrax,812,1181,48,65
10848,6348,12381.jpg,1152,1536,2,Anthrax,687,1313,53,57
10849,6348,12381.jpg,1152,1536,2,Anthrax,782,457,24,24
10850,6348,12381.jpg,1152,1536,2,Anthrax,713,529,38,56
10851,6349,12382.jpg,1088,816,2,Anthrax,325,516,82,140
10852,6350,12385.jpg,1280,720,1,Bad color,568,162,160,323
10853,6351,12387.jpg,1280,720,2,Anthrax,633,348,38,59
10854,6352,12388.jpg,1344,1008,3,Absorption,429,274,124,152
10855,6352,12388.jpg,1344,1008,3,Absorption,376,483,216,175
10856,6352,12388.jpg,1344,1008,1,Bad color,729,586,456,237
10857,6353,12390.jpg,1280,720,1,Bad color,102,254,537,402
10858,6354,12391.jpg,1280,720,2,Anthrax,675,174,35,29
10859,6355,12393.jpg,1088,816,2,Anthrax,881,587,44,36
10860,6355,12393.jpg,1088,816,2,Anthrax,278,204,318,337
10861,6355,12393.jpg,1088,816,2,Anthrax,625,173,163,144
10862,6356,12396.jpg,1280,720,1,Bad color,203,333,191,298
10863,6357,12397.jpg,1280,720,1,Bad color,291,494,449,217
10864,6358,12400.jpg,1152,1536,2,Anthrax,470,699,134,117
10865,6358,12400.jpg,1152,1536,2,Anthrax,660,1012,42,58
10866,6358,12400.jpg,1152,1536,2,Anthrax,878,504,54,65
10867,6358,12400.jpg,1152,1536,3,Absorption,666,411,71,52
10868,6358,12400.jpg,1152,1536,3,Absorption,780,718,107,85
10869,6359,12402.jpg,1280,720,2,Anthrax,592,323,60,26
10870,6360,12403.jpg,1280,720,5,Black spot,707,319,28,23
10871,6361,12404.jpg,1280,720,2,Anthrax,786,418,61,35
10872,6361,12404.jpg,1280,720,2,Anthrax,712,369,87,59
10873,6362,12405.jpg,1344,1008,3,Absorption,350,815,70,47
10874,6362,12405.jpg,1344,1008,1,Bad color,190,206,695,385
10875,6363,12406.jpg,1344,1008,5,Black spot,302,271,82,131
10876,6364,12407.jpg,1344,1008,2,Anthrax,871,459,59,47
10877,6364,12407.jpg,1344,1008,2,Anthrax,926,526,68,51
10878,6364,12407.jpg,1344,1008,2,Anthrax,595,710,62,66
10879,6364,12407.jpg,1344,1008,2,Anthrax,809,311,40,46
10880,6365,12408.jpg,1280,720,2,Anthrax,97,382,93,57
10881,6366,12409.jpg,1280,720,1,Bad color,517,256,129,96
10882,6367,12410.jpg,1280,720,2,Anthrax,459,308,80,74
10883,6368,12415.jpg,1344,1008,1,Bad color,812,517,396,297
10884,6368,12415.jpg,1344,1008,2,Anthrax,416,746,32,34
10885,6368,12415.jpg,1344,1008,2,Anthrax,546,738,37,25
10886,6369,12416.jpg,1280,720,3,Absorption,73,418,307,100
10887,6370,12417.jpg,1280,720,2,Anthrax,778,409,130,112
10888,6371,12426.jpg,1152,1536,2,Anthrax,601,278,62,61
10889,6371,12426.jpg,1152,1536,2,Anthrax,554,429,200,256
10890,6371,12426.jpg,1152,1536,2,Anthrax,235,534,305,481
10891,6371,12426.jpg,1152,1536,1,Bad color,154,241,930,1185
10892,6372,12427.jpg,1280,720,2,Anthrax,444,128,42,52
10893,6373,12428.jpg,1344,1008,2,Anthrax,1182,366,60,74
10894,6373,12428.jpg,1344,1008,2,Anthrax,815,230,51,59
10895,6373,12428.jpg,1344,1008,2,Anthrax,999,450,56,50
10896,6373,12428.jpg,1344,1008,2,Anthrax,972,676,57,54
10897,6373,12428.jpg,1344,1008,2,Anthrax,961,751,48,46
10898,6373,12428.jpg,1344,1008,2,Anthrax,435,585,53,39
10899,6373,12428.jpg,1344,1008,2,Anthrax,390,620,72,48
10900,6373,12428.jpg,1344,1008,2,Anthrax,496,693,48,46
10901,6373,12428.jpg,1344,1008,2,Anthrax,569,777,37,26
10902,6373,12428.jpg,1344,1008,2,Anthrax,369,341,43,27
10903,6373,12428.jpg,1344,1008,1,Bad color,252,44,1073,917
10904,6374,12429.jpg,1280,720,3,Absorption,577,237,149,119
10905,6375,12430.jpg,1280,720,1,Bad color,400,28,127,70
10906,6376,12432.jpg,1280,720,1,Bad color,304,87,114,108
10907,6377,12435.jpg,1152,1536,2,Anthrax,542,916,19,29
10908,6377,12435.jpg,1152,1536,1,Bad color,301,432,506,406
10909,6378,12436.jpg,1280,720,1,Bad color,335,183,187,249
10910,6379,12437.jpg,1344,1008,2,Anthrax,369,489,85,65
10911,6379,12437.jpg,1344,1008,2,Anthrax,585,678,356,163
10912,6379,12437.jpg,1344,1008,2,Anthrax,938,257,194,441
10913,6379,12437.jpg,1344,1008,2,Anthrax,865,169,164,65
10914,6380,12442.jpg,1280,720,2,Anthrax,926,286,39,48
10915,6381,12443.jpg,1280,720,2,Anthrax,761,305,37,43
10916,6382,12444.jpg,1280,720,2,Anthrax,586,351,64,67
10917,6383,12446.jpg,1088,816,1,Bad color,277,128,645,477
10918,6384,12448.jpg,1280,720,2,Anthrax,679,312,56,63
10919,6385,12450.jpg,1344,1008,2,Anthrax,406,89,913,672
10920,6385,12450.jpg,1344,1008,1,Bad color,261,54,1065,797
10921,6386,12453.jpg,1344,1008,2,Anthrax,307,349,58,37
10922,6386,12453.jpg,1344,1008,1,Bad color,162,122,1089,786
10923,6387,12456.jpg,1344,1008,2,Anthrax,956,605,52,47
10924,6387,12456.jpg,1344,1008,3,Absorption,689,191,109,56
10925,6387,12456.jpg,1344,1008,1,Bad color,386,470,490,283
10926,6388,12458.jpg,1152,1536,1,Bad color,207,306,806,1120
10927,6389,12459.jpg,1152,1536,2,Anthrax,822,769,31,42
10928,6389,12459.jpg,1152,1536,2,Anthrax,818,676,25,41
10929,6389,12459.jpg,1152,1536,2,Anthrax,405,878,109,197
10930,6390,12462.jpg,1280,720,1,Bad color,817,234,196,209
10931,6391,12467.jpg,1280,720,1,Bad color,578,304,250,211
10932,6392,12468.jpg,1280,720,1,Bad color,509,242,134,108
10933,6393,12470.jpg,1344,1008,2,Anthrax,1144,547,95,121
10934,6393,12470.jpg,1344,1008,2,Anthrax,604,362,340,206
10935,6393,12470.jpg,1344,1008,2,Anthrax,738,177,187,107
10936,6393,12470.jpg,1344,1008,2,Anthrax,787,36,185,141
10937,6393,12470.jpg,1344,1008,2,Anthrax,549,47,230,56
10938,6393,12470.jpg,1344,1008,2,Anthrax,278,153,110,66
10939,6393,12470.jpg,1344,1008,2,Anthrax,338,240,34,49
10940,6393,12470.jpg,1344,1008,2,Anthrax,415,322,172,84
10941,6393,12470.jpg,1344,1008,1,Bad color,4,19,1269,944
10942,6394,12471.jpg,1280,720,1,Bad color,380,51,469,565
10943,6395,12473.jpg,1280,720,2,Anthrax,720,359,60,49
10944,6396,12474.jpg,1280,720,1,Bad color,551,254,107,130
10945,6397,12475.jpg,1280,720,1,Bad color,563,246,173,101
10946,6397,12475.jpg,1280,720,1,Bad color,521,352,202,90
10947,6398,12478.jpg,1280,720,1,Bad color,539,208,149,143
10948,6399,12479.jpg,1344,1008,2,Anthrax,991,441,68,65
10949,6400,12481.jpg,1280,720,1,Bad color,393,313,191,145
10950,6401,12482.jpg,1344,1008,2,Anthrax,374,359,773,510
10951,6401,12482.jpg,1344,1008,2,Anthrax,444,103,530,256
10952,6402,12484.jpg,1344,1008,2,Anthrax,537,341,99,65
10953,6402,12484.jpg,1344,1008,2,Anthrax,773,261,186,256
10954,6402,12484.jpg,1344,1008,2,Anthrax,373,488,30,51
10955,6403,12485.jpg,1344,1008,1,Bad color,253,292,1062,622
10956,6404,12487.jpg,1152,1536,5,Black spot,535,836,26,28
10957,6404,12487.jpg,1152,1536,1,Bad color,763,654,259,510
10958,6405,12489.jpg,1280,720,2,Anthrax,472,418,26,30
10959,6405,12489.jpg,1280,720,2,Anthrax,505,482,26,18
10960,6406,12490.jpg,1280,720,1,Bad color,498,346,260,175
10961,6407,12494.jpg,1280,720,1,Bad color,694,215,91,89
10962,6408,12495.jpg,1280,720,2,Anthrax,619,231,73,89
10963,6408,12495.jpg,1280,720,2,Anthrax,726,285,40,57
10964,6409,12497.jpg,1280,720,2,Anthrax,766,456,54,53
10965,6410,12498.jpg,1344,1008,2,Anthrax,874,649,57,57
10966,6410,12498.jpg,1344,1008,2,Anthrax,1046,406,50,56
10967,6410,12498.jpg,1344,1008,2,Anthrax,750,652,38,43
10968,6410,12498.jpg,1344,1008,2,Anthrax,371,663,110,107
10969,6410,12498.jpg,1344,1008,1,Bad color,220,112,1083,875
10970,6411,12499.jpg,1280,720,1,Bad color,210,239,157,107
10971,6411,12499.jpg,1280,720,1,Bad color,398,254,98,108
10972,6412,12500.jpg,1280,720,1,Bad color,600,328,235,186
10973,6413,12501.jpg,1280,720,1,Bad color,698,307,197,215
10974,6414,12502.jpg,1280,720,2,Anthrax,463,422,137,176
10975,6414,12502.jpg,1280,720,1,Bad color,107,22,505,686
10976,6415,12503.jpg,1280,720,2,Anthrax,583,265,45,41
10977,6416,12506.jpg,1280,720,1,Bad color,549,377,111,112
10978,6417,12507.jpg,1280,720,3,Absorption,688,323,80,66
10979,6417,12507.jpg,1280,720,1,Bad color,787,378,29,91
10980,6418,12509.jpg,1280,720,1,Bad color,346,178,152,89
10981,6419,12511.jpg,1280,720,2,Anthrax,637,238,38,25
10982,6419,12511.jpg,1280,720,2,Anthrax,632,310,24,38
10983,6419,12511.jpg,1280,720,2,Anthrax,396,332,46,53
10984,6419,12511.jpg,1280,720,2,Anthrax,417,464,41,34
10985,6420,12512.jpg,1280,720,1,Bad color,214,111,378,419
10986,6421,12513.jpg,1280,720,1,Bad color,478,222,194,231
10987,6422,12514.jpg,1344,1008,2,Anthrax,222,465,64,57
10988,6422,12514.jpg,1344,1008,5,Black spot,369,765,30,37
10989,6422,12514.jpg,1344,1008,1,Bad color,976,157,301,560
10990,6422,12514.jpg,1344,1008,5,Black spot,1051,748,35,26
10991,6422,12514.jpg,1344,1008,5,Black spot,473,791,36,35
10992,6423,12516.jpg,1152,1536,2,Anthrax,401,887,115,109
10993,6423,12516.jpg,1152,1536,2,Anthrax,611,744,58,76
10994,6423,12516.jpg,1152,1536,2,Anthrax,280,735,40,64
10995,6423,12516.jpg,1152,1536,2,Anthrax,677,617,109,128
10996,6423,12516.jpg,1152,1536,2,Anthrax,796,721,65,168
10997,6423,12516.jpg,1152,1536,2,Anthrax,416,359,245,187
10998,6424,12517.jpg,1280,720,3,Absorption,636,261,204,132
10999,6425,12518.jpg,1280,720,1,Bad color,412,326,315,122
11000,6426,12520.jpg,1280,720,1,Bad color,539,121,272,251
11001,6427,12521.jpg,1280,720,2,Anthrax,767,211,73,46
11002,6428,12522.jpg,1280,720,2,Anthrax,758,300,40,27
11003,6429,12524.jpg,1344,1008,5,Black spot,498,355,41,25
11004,6429,12524.jpg,1344,1008,5,Black spot,380,443,31,54
11005,6429,12524.jpg,1344,1008,5,Black spot,889,228,43,48
11006,6429,12524.jpg,1344,1008,2,Anthrax,212,443,98,123
11007,6430,12526.jpg,1280,720,2,Anthrax,386,172,78,83
11008,6431,12528.jpg,1280,720,2,Anthrax,549,359,37,19
11009,6431,12528.jpg,1280,720,1,Bad color,539,257,185,107
11010,6432,12529.jpg,1280,720,1,Bad color,522,366,145,151
11011,6433,12535.jpg,1152,1536,2,Anthrax,233,879,50,79
11012,6433,12535.jpg,1152,1536,2,Anthrax,599,1131,106,98
11013,6434,12542.jpg,1280,720,1,Bad color,501,241,246,353
11014,6434,12542.jpg,1280,720,1,Bad color,273,214,95,249
11015,6435,12543.jpg,1280,720,1,Bad color,141,196,435,413
11016,6436,12546.jpg,1280,720,2,Anthrax,651,360,62,55
11017,6436,12546.jpg,1280,720,2,Anthrax,664,284,70,56
11018,6437,12550.jpg,1280,720,2,Anthrax,528,220,253,228
11019,6437,12550.jpg,1280,720,2,Anthrax,540,522,269,174
11020,6437,12550.jpg,1280,720,2,Anthrax,442,224,50,110
11021,6437,12550.jpg,1280,720,2,Anthrax,653,166,175,80
11022,6437,12550.jpg,1280,720,2,Anthrax,771,231,293,224
11023,6438,12551.jpg,1280,720,1,Bad color,464,291,95,151
11024,6439,12556.jpg,1280,720,2,Anthrax,594,353,37,38
11025,6439,12556.jpg,1280,720,2,Anthrax,529,414,41,33
11026,6440,12557.jpg,1280,720,2,Anthrax,609,230,43,43
11027,6441,12561.jpg,1344,1008,2,Anthrax,398,516,36,34
11028,6441,12561.jpg,1344,1008,2,Anthrax,503,477,46,50
11029,6441,12561.jpg,1344,1008,2,Anthrax,236,621,55,69
11030,6441,12561.jpg,1344,1008,2,Anthrax,387,578,102,85
11031,6441,12561.jpg,1344,1008,2,Anthrax,676,257,118,38
11032,6441,12561.jpg,1344,1008,2,Anthrax,290,374,59,44
11033,6441,12561.jpg,1344,1008,2,Anthrax,413,358,42,42
11034,6442,12562.jpg,1280,720,1,Bad color,213,398,431,214
11035,6443,12563.jpg,1280,720,1,Bad color,277,325,218,180
11036,6444,12568.jpg,1280,720,2,Anthrax,446,91,36,28
